COD_IBGE;COD_SIAFI;NOME_MUNICIPIO;Nome_Simplificado;SIGLA_UF;NOME_UF;LAT;LNG;POP2013;CAPITAL;ALT;REGIAO;COD_UE_TSE_2016
2308807;1477;Moraújo;MORAUJO;CE;Ceará;-3.466363274;-40.68359893;8393;0;62.0696460000;NE;14770
2308906;1479;Morrinhos;MORRINHOS;CE;Ceará;-3.228830534;-40.12417889;21561;0;46.3516330000;NE;14796
2309003;1481;Mucambo;MUCAMBO;CE;Ceará;-3.90602998;-40.74528047;14335;0;177.6945520000;NE;14818
2309102;1483;Mulungu;MULUNGU;CE;Ceará;-4.29952832;-38.99306592;12196;0;802.8289220000;NE;14834
2309201;1485;Nova Olinda;NOVA OLINDA;CE;Ceará;-7.084102811;-39.67948547;14908;0;450.2240790000;NE;14850
2309300;1487;Nova Russas;NOVA RUSSAS;CE;Ceará;-4.70680835;-40.56530335;31692;0;244.4105160000;NE;14877
2309409;1489;Novo Oriente;NOVO ORIENTE;CE;Ceará;-5.533864836;-40.77476727;28075;0;346.1146150000;NE;14893
2309458;1265;Ocara;OCARA;CE;Ceará;-4.485066545;-38.59853798;24829;0;129.8145620000;NE;13307
2309508;1491;Orós;OROS;CE;Ceará;-6.242798784;-38.91359598;21503;0;188.2025390000;NE;14915
2309607;1493;Pacajus;PACAJUS;CE;Ceará;-4.17054051;-38.46702226;66510;0;79.6493090000;NE;14931
2309706;1495;Pacatuba;PACATUBA;CE;Ceará;-3.986120022;-38.61829931;77723;0;68.5081710000;NE;14958
2309805;1497;Pacoti;PACOTI;CE;Ceará;-4.224765433;-38.92588894;11857;0;745.5843790000;NE;14974
2309904;1499;Pacujá;PACUJA;CE;Ceará;-3.978394386;-40.69673611;6131;0;141.2244690000;NE;14990
2310001;1501;Palhano;PALHANO;CE;Ceará;-4.743945077;-37.96623516;9126;0;22.4827740000;NE;15016
2310100;1503;Palmácia;PALMACIA;CE;Ceará;-4.148981775;-38.84502907;12624;0;425.1062010000;NE;15032
2310209;1505;Paracuru;PARACURU;CE;Ceará;-3.411635009;-39.02954534;32919;0;28.5246820000;NE;15059
2310258;1599;Paraipaba;PARAIPABA;CE;Ceará;-3.436196728;-39.14811553;31413;0;31.5302510000;NE;15997
2310308;1507;Parambu;PARAMBU;CE;Ceará;-6.210336002;-40.69420724;31462;0;474.9885580000;NE;15075
2310407;1509;Paramoti;PARAMOTI;CE;Ceará;-4.097432332;-39.2394665;11517;0;94.6911170000;NE;15091
2310506;1511;Pedra Branca;PEDRA BRANCA;CE;Ceará;-5.4546855;-39.71393764;42643;0;506.0954890000;NE;15113
2310605;1513;Penaforte;PENAFORTE;CE;Ceará;-7.829914612;-39.07412752;8666;0;511.1388480000;NE;15130
2310704;1515;Pentecoste;PENTECOSTE;CE;Ceará;-3.796266736;-39.26700873;36442;0;65.1821010000;NE;15156
2310803;1517;Pereiro;PEREIRO;CE;Ceará;-6.045076902;-38.45913604;16063;0;552.3657300000;NE;15172
2310852;1267;Pindoretama;PINDORETAMA;CE;Ceará;-4.027803993;-38.30008798;19733;0;29.6151380000;NE;13285
2310902;1519;Piquet Carneiro;PIQUET CARNEIRO;CE;Ceará;-5.80856956;-39.41940626;16169;0;267.6919510000;NE;15199
2310951;1269;Pires Ferreira;PIRES FERREIRA;CE;Ceará;-4.242154143;-40.64654125;10556;0;204.0884850000;NE;13048
2311009;1521;Poranga;PORANGA;CE;Ceará;-4.743950732;-40.92637951;12203;0;718.6057860000;NE;15210
2311108;1523;Porteiras;PORTEIRAS;CE;Ceará;-7.535746442;-39.11533146;15108;0;496.8293270000;NE;15237
2311207;1525;Potengi;POTENGI;CE;Ceará;-7.09017947;-40.03213254;10651;0;552.9981570000;NE;15253
2311231;1271;Potiretama;POTIRETAMA;CE;Ceará;-5.721667904;-38.15791785;6278;0;152.9950470000;NE;13269
2311264;9917;Quiterianópolis;QUITERIANOPOLIS;CE;Ceará;-5.847009229;-40.70448885;20505;0;417.4272170000;NE;13102
2311306;1527;Quixadá;QUIXADA;CE;Ceará;-4.9637;-39.01174468;83990;0;190.4993050000;NE;15270
2311355;9853;Quixelô;QUIXELO;CE;Ceará;-6.2512119;-39.20229437;15046;0;209.6259640000;NE;98531
2311405;1529;Quixeramobim;QUIXERAMOBIM;CE;Ceará;-5.198404837;-39.29435423;75565;0;196.4818230000;NE;15296
2311504;1531;Quixeré;QUIXERE;CE;Ceará;-5.068728954;-37.99052223;21241;0;26.3910990000;NE;15318
2311603;1533;Redenção;REDENCAO;CE;Ceará;-4.22295815;-38.72957075;27088;0;94.7171100000;NE;15334
2311702;1535;Reriutaba;RERIUTABA;CE;Ceará;-4.141567601;-40.584612;19281;0;153.8121380000;NE;15350
2311801;1537;Russas;RUSSAS;CE;Ceará;-4.939737815;-37.9754313;73436;0;25.3554820000;NE;15377
2311900;1539;Saboeiro;SABOEIRO;CE;Ceará;-6.536433352;-39.9045807;15835;0;317.2233450000;NE;15393
2311959;1273;Salitre;SALITRE;CE;Ceará;-7.284528685;-40.46475206;15976;0;698.2757750000;NE;15440
2312007;1541;Santana do Acaraú;SANTANA DO ACARAU;CE;Ceará;-3.459775342;-40.20946286;31133;0;46.0956900000;NE;15415
2312106;1543;Santana do Cariri;SANTANA DO CARIRI;CE;Ceará;-7.180897783;-39.73797978;17445;0;531.8922530000;NE;15431
2312205;1545;Santa Quitéria;SANTA QUITERIA;CE;Ceará;-4.3332705;-40.15350781;43358;0;198.7802190000;NE;15458
2312304;1547;São Benedito;SAO BENEDITO;CE;Ceará;-4.04472699;-40.86448988;45653;0;913.1269370000;NE;15474
2312403;1549;São Gonçalo do Amarante;SAO GONCALO DO AMARANTE;CE;Ceará;-3.6056325;-38.97207587;46247;0;17.1707290000;NE;15490
2312502;1551;São João do Jaguaribe;SAO JOAO DO JAGUARIBE;CE;Ceará;-5.26863055;-38.2719407;7829;0;46.0277860000;NE;15512
2312601;1553;São Luís do Curu;SAO LUIS DO CURU;CE;Ceará;-3.673009253;-39.24160618;12663;0;38.5601420000;NE;15539
2312700;1555;Senador Pompeu;SENADOR POMPEU;CE;Ceará;-5.589343752;-39.37532533;26656;0;182.4792670000;NE;15555
2312809;1557;Senador Sá;SENADOR SA;CE;Ceará;-3.351789628;-40.463792;7210;0;87.0150750000;NE;15571
2312908;1559;Sobral;SOBRAL;CE;Ceará;-3.688037684;-40.34866803;197663;0;75.0091610000;NE;15598
2313005;1561;Solonópole;SOLONOPOLE;CE;Ceará;-5.726351291;-39.00822491;18025;0;178.1468400000;NE;15610
2313104;1563;Tabuleiro do Norte;TABULEIRO DO NORTE;CE;Ceará;-5.24380387;-38.12973713;30018;0;38.0723700000;NE;15636
2313203;1565;Tamboril;TAMBORIL;CE;Ceará;-4.833928583;-40.31906851;25675;0;321.5534230000;NE;15652
2313252;1275;Tarrafas;TARRAFAS;CE;Ceará;-6.682590315;-39.75849419;8949;0;287.1363280000;NE;13366
2313302;1567;Tauá;TAUA;CE;Ceará;-6.00299894;-40.29262466;57246;0;399.4608370000;NE;15679
2313351;1277;Tejuçuoca;TEJUCUOCA;CE;Ceará;-3.989711809;-39.57682636;18083;0;132.3760750000;NE;13323
2313401;1569;Tianguá;TIANGUA;CE;Ceará;-3.722674;-40.99170562;72110;0;809.3791520000;NE;15695
2313500;1571;Trairi;TRAIRI;CE;Ceará;-3.264420169;-39.27223187;53561;0;32.4281860000;NE;15717
2313559;1279;Tururu;TURURU;CE;Ceará;-3.595595235;-39.43436354;15224;0;96.7282720000;NE;13080
2313609;1573;Ubajara;UBAJARA;CE;Ceará;-3.848491435;-40.90714393;33205;0;868.5693680000;NE;15733
2313708;1575;Umari;UMARI;CE;Ceará;-6.647244375;-38.70132572;7660;0;283.1286660000;NE;15750
2313757;9855;Umirim;UMIRIM;CE;Ceará;-3.675561898;-39.3423844;19349;0;64.9746570000;NE;98558
2313807;1577;Uruburetama;URUBURETAMA;CE;Ceará;-3.623016834;-39.50817807;20768;0;122.1646630000;NE;15776
2313906;1579;Uruoca;URUOCA;CE;Ceará;-3.31323066;-40.56116303;13348;0;91.4559560000;NE;15792
2313955;9857;Varjota;VARJOTA;CE;Ceará;-4.182822283;-40.47899327;18024;0;176.5483280000;NE;98574
2314003;1581;Várzea Alegre;VARZEA ALEGRE;CE;Ceará;-6.791845856;-39.298933;39651;0;316.9868830000;NE;15814
2314102;1583;Viçosa do Ceará;VICOSA DO CEARA;CE;Ceará;-3.566012753;-41.09162908;57719;0;710.5989190000;NE;15830
2400109;1601;Acari;ACARI;RN;Rio Grande do Norte;-6.442085089;-36.64373887;11355;0;258.8351230000;NE;16012
2400208;1603;Açu;ACU;RN;Rio Grande do Norte;-5.571945999;-36.91792322;56354;0;48.6827220000;NE;16039
2400307;1605;Afonso Bezerra;AFONSO BEZERRA;RN;Rio Grande do Norte;-5.498734268;-36.50914823;11191;0;64.5032120000;NE;16055
2400406;1607;Água Nova;AGUA NOVA;RN;Rio Grande do Norte;-6.204716719;-38.29082495;3156;0;277.3014900000;NE;16071
2400505;1609;Alexandria;ALEXANDRIA;RN;Rio Grande do Norte;-6.417136338;-38.01928889;13878;0;309.0511520000;NE;16098
2400604;1611;Almino Afonso;ALMINO AFONSO;RN;Rio Grande do Norte;-6.157420693;-37.7631253;4945;0;243.2722640000;NE;16110
2400703;1613;Alto do Rodrigues;ALTO DO RODRIGUES;RN;Rio Grande do Norte;-5.293807788;-36.75949261;13440;0;8.3533340000;NE;16136
2400802;1615;Angicos;ANGICOS;RN;Rio Grande do Norte;-5.660365329;-36.60543287;11905;0;104.8117940000;NE;16152
2400901;1617;Antônio Martins;ANTONIO MARTINS;RN;Rio Grande do Norte;-6.216004455;-37.88573457;7172;0;325.1788990000;NE;16179
2401008;1619;Apodi;APODI;RN;Rio Grande do Norte;-5.663769819;-37.79778448;36049;0;76.2446120000;NE;16195
2401107;1621;Areia Branca;AREIA BRANCA;RN;Rio Grande do Norte;-4.952897631;-37.13127172;26868;0;12.0044940000;NE;16217
2401206;1623;Arês;ARES;RN;Rio Grande do Norte;-6.193712274;-35.1606361;13764;0;54.6522120000;NE;16233
2401305;1625;Campo Grande;CAMPO GRANDE;RN;Rio Grande do Norte;-5.858114424;-37.30887256;9660;0;103.3970080000;NE;16250
2401404;1627;Baía Formosa;BAIA FORMOSA;RN;Rio Grande do Norte;-6.369992304;-35.00903618;9048;0;25.3092920000;NE;16276
2401453;3003;Baraúna;BARAUNA;RN;Rio Grande do Norte;-5.076618105;-37.6181802;26347;0;96.3457770000;NE;30031
2401503;1629;Barcelona;BARCELONA;RN;Rio Grande do Norte;-5.948131848;-35.92679453;4067;0;132.8922200000;NE;16292
2401602;1631;Bento Fernandes;BENTO FERNANDES;RN;Rio Grande do Norte;-5.692383318;-35.82169889;5385;0;125.0011110000;NE;16314
2401651;0412;Bodó;BODO;RN;Rio Grande do Norte;-5.98804525;-36.4138377;2412;0;506.6270550000;NE;16101
2401701;1633;Bom Jesus;BOM JESUS;RN;Rio Grande do Norte;-5.986318852;-35.58880329;9965;0;106.2387900000;NE;16330
2401800;1635;Brejinho;BREJINHO;RN;Rio Grande do Norte;-6.192579059;-35.35735405;12286;0;150.6020630000;NE;16357
2401859;0414;Caiçara do Norte;CAICARA DO NORTE;RN;Rio Grande do Norte;-5.062994409;-36.05585715;6257;0;0.0000000000;NE;16047
2401909;1637;Caiçara do Rio do Vento;CAICARA DO RIO DO VENTO;RN;Rio Grande do Norte;-5.759087143;-35.99979041;3531;0;171.2135190000;NE;16373
2402006;1639;Caicó;CAICO;RN;Rio Grande do Norte;-6.459138831;-37.09648877;66246;0;165.4449300000;NE;16390
2402105;1641;Campo Redondo;CAMPO REDONDO;RN;Rio Grande do Norte;-6.243383053;-36.18250457;10879;0;467.9590730000;NE;16411
2402204;1643;Canguaretama;CANGUARETAMA;RN;Rio Grande do Norte;-6.374925216;-35.12853966;32945;0;6.7317830000;NE;16438
2402303;1645;Caraúbas;CARAUBAS;RN;Rio Grande do Norte;-5.791176103;-37.5537022;20414;0;161.3742310000;NE;16454
2402402;1647;Carnaúba dos Dantas;CARNAUBA DOS DANTAS;RN;Rio Grande do Norte;-6.560732517;-36.59525192;7896;0;315.7555340000;NE;16470
2402501;1649;Carnaubais;CARNAUBAIS;RN;Rio Grande do Norte;-5.339785394;-36.83464236;10491;0;37.4405130000;NE;16497
2402600;1651;Ceará-Mirim;CEARA MIRIM;RN;Rio Grande do Norte;-5.640983592;-35.42448693;71856;0;68.5241220000;NE;16519
2402709;1653;Cerro Corá;CERRO CORA;RN;Rio Grande do Norte;-6.034827193;-36.34574144;11292;0;585.3556720000;NE;16535
2402808;1655;Coronel Ezequiel;CORONEL EZEQUIEL;RN;Rio Grande do Norte;-6.38340239;-36.21477104;5580;0;579.0766960000;NE;16551
2402907;1657;Coronel João Pessoa;CORONEL JOAO PESSOA;RN;Rio Grande do Norte;-6.260112211;-38.44025816;4946;0;401.9311290000;NE;16578
2403004;1659;Cruzeta;CRUZETA;RN;Rio Grande do Norte;-6.413176407;-36.79170532;8182;0;230.0292270000;NE;16594
2403103;1661;Currais Novos;CURRAIS NOVOS;RN;Rio Grande do Norte;-6.264672219;-36.51621922;44528;0;348.4828430000;NE;16616
2403202;1663;Doutor Severiano;DOUTOR SEVERIANO;RN;Rio Grande do Norte;-6.093687371;-38.37368308;7178;0;364.7829650000;NE;16632
2403251;1779;Parnamirim;PARNAMIRIM;RN;Rio Grande do Norte;-5.910369758;-35.25920907;229414;0;55.4985310000;NE;17795
2403301;1665;Encanto;ENCANTO;RN;Rio Grande do Norte;-6.111134201;-38.30487899;5515;0;220.0716430000;NE;16659
2403400;1667;Equador;EQUADOR;RN;Rio Grande do Norte;-6.945842749;-36.71641243;6054;0;563.8198080000;NE;16675
2403509;1669;Espírito Santo;ESPIRITO SANTO;RN;Rio Grande do Norte;-6.335571703;-35.31709079;10753;0;57.8699590000;NE;16691
2403608;1671;Extremoz;EXTREMOZ;RN;Rio Grande do Norte;-5.702709936;-35.31402543;26677;0;44.7557150000;NE;16713
2403707;1673;Felipe Guerra;FELIPE GUERRA;RN;Rio Grande do Norte;-5.60196177;-37.69138506;5973;0;40.5639730000;NE;16730
2403756;0416;Fernando Pedroza;FERNANDO PEDROZA;RN;Rio Grande do Norte;-5.696015781;-36.53245354;3000;0;129.2637710000;NE;16144
2403806;1675;Florânia;FLORANIA;RN;Rio Grande do Norte;-6.126951955;-36.8140763;9245;0;313.9015170000;NE;16756
2403905;1677;Francisco Dantas;FRANCISCO DANTAS;RN;Rio Grande do Norte;-6.088096717;-38.12564976;2929;0;222.3771610000;NE;16772
2404002;1751;Frutuoso Gomes;FRUTUOSO GOMES;RN;Rio Grande do Norte;-6.156232799;-37.84096075;4280;0;224.9263400000;NE;17515
2404101;1679;Galinhos;GALINHOS;RN;Rio Grande do Norte;-5.091689778;-36.27464007;2446;0;4.1617320000;NE;16799
2404200;1681;Goianinha;GOIANINHA;RN;Rio Grande do Norte;-6.25059039;-35.21778612;24476;0;11.7998460000;NE;16810
2404309;1683;Governador Dix-Sept Rosado;GOVERNADOR DIX SEPT ROSADO;RN;Rio Grande do Norte;-5.458913842;-37.52191184;12934;0;34.6965400000;NE;16837
2404408;1685;Grossos;GROSSOS;RN;Rio Grande do Norte;-4.975514807;-37.15748416;9998;0;0.0000000000;NE;16853
2404507;1687;Guamaré;GUAMARE;RN;Rio Grande do Norte;-5.107362955;-36.31814438;13922;0;3.8731670000;NE;16870
2404606;1689;Ielmo Marinho;IELMO MARINHO;RN;Rio Grande do Norte;-5.815315038;-35.55282938;13070;0;72.3040030000;NE;16896
2404705;1691;Ipanguaçu;IPANGUACU;RN;Rio Grande do Norte;-5.497148353;-36.8528746;14814;0;19.3927410000;NE;16918
2404804;1693;Ipueira;IPUEIRA;RN;Rio Grande do Norte;-6.815550762;-37.19785613;2190;0;211.2439440000;NE;16934
2404853;0418;Itajá;ITAJA;RN;Rio Grande do Norte;-5.643547609;-36.86981811;7336;0;36.9369020000;NE;16080
2404903;1695;Itaú;ITAU;RN;Rio Grande do Norte;-5.837936073;-37.98826863;5822;0;161.4615020000;NE;16950
2405009;1697;Jaçanã;JACANA;RN;Rio Grande do Norte;-6.424973347;-36.20559291;8573;0;658.4006040000;NE;16977
2405108;1699;Jandaíra;JANDAIRA;RN;Rio Grande do Norte;-5.35528;-36.13058527;7086;0;110.5941850000;NE;16993
2405207;1701;Janduís;JANDUIS;RN;Rio Grande do Norte;-6.016092703;-37.40921111;5453;0;145.6989060000;NE;17019
2405306;1703;Boa Saúde;BOA SAUDE;RN;Rio Grande do Norte;-6.156098023;-35.60089196;9651;0;114.9716230000;NE;17035
2405405;1705;Japi;JAPI;RN;Rio Grande do Norte;-6.460566013;-35.94593483;5490;0;288.9637060000;NE;17051
2405504;1707;Jardim de Angicos;JARDIM DE ANGICOS;RN;Rio Grande do Norte;-5.652631212;-35.96995433;2676;0;135.7066670000;NE;17078
2405603;1709;Jardim de Piranhas;JARDIM DE PIRANHAS;RN;Rio Grande do Norte;-6.380097549;-37.34921785;14342;0;145.5988520000;NE;17094
2405702;1711;Jardim do Seridó;JARDIM DO SERIDO;RN;Rio Grande do Norte;-6.586336252;-36.77458152;12526;0;223.2049270000;NE;17116
2405801;1713;João Câmara;JOAO CAMARA;RN;Rio Grande do Norte;-5.538423383;-35.81678787;34057;0;158.5993280000;NE;17132
2405900;1715;João Dias;JOAO DIAS;RN;Rio Grande do Norte;-6.276114098;-37.79696078;2687;0;444.4567720000;NE;17159
2406007;1717;José da Penha;JOSE DA PENHA;RN;Rio Grande do Norte;-6.312688443;-38.28440307;6049;0;263.4972370000;NE;17175
2406106;1719;Jucurutu;JUCURUTU;RN;Rio Grande do Norte;-6.033418784;-37.02022583;18366;0;69.8763020000;NE;17191
2406155;1108;Jundiá;JUNDIA;RN;Rio Grande do Norte;-6.269169331;-35.32778852;3790;0;88.3380080000;NE;16306
2406205;1723;Lagoa d'Anta;LAGOA DANTA;RN;Rio Grande do Norte;-6.391502323;-35.59979518;6587;0;147.2127140000;NE;17230
2406304;1725;Lagoa de Pedras;LAGOA DE PEDRAS;RN;Rio Grande do Norte;-6.149739102;-35.43348273;7372;0;85.8803530000;NE;17256
2406403;1727;Lagoa de Velhos;LAGOA DE VELHOS;RN;Rio Grande do Norte;-5.999915519;-35.87069883;2759;0;149.0084010000;NE;17272
2406502;1729;Lagoa Nova;LAGOA NOVA;RN;Rio Grande do Norte;-6.097669296;-36.45896067;14942;0;693.2961600000;NE;17299
2406601;1731;Lagoa Salgada;LAGOA SALGADA;RN;Rio Grande do Norte;-6.125818262;-35.47249757;8009;0;105.9976620000;NE;17310
2406700;1733;Lajes;LAJES;RN;Rio Grande do Norte;-5.698830359;-36.24273513;10977;0;199.5233020000;NE;17337
2406809;1735;Lajes Pintadas;LAJES PINTADAS;RN;Rio Grande do Norte;-6.151432072;-36.11844179;4784;0;327.9929390000;NE;17353
2406908;1737;Lucrécia;LUCRECIA;RN;Rio Grande do Norte;-6.116923635;-37.81563285;3860;0;212.0926050000;NE;17370
2407005;1739;Luís Gomes;LUIS GOMES;RN;Rio Grande do Norte;-6.414028142;-38.38642038;10042;0;638.6305470000;NE;17396
2407104;1741;Macaíba;MACAIBA;RN;Rio Grande do Norte;-5.85723662;-35.35523713;75548;0;24.4014580000;NE;17418
2407203;1743;Macau;MACAU;RN;Rio Grande do Norte;-5.11336765;-36.63497318;30749;0;5.0733330000;NE;17434
2407252;0420;Major Sales;MAJOR SALES;RN;Rio Grande do Norte;-6.403756566;-38.32345502;3805;0;297.1456230000;NE;16160
2407302;1745;Marcelino Vieira;MARCELINO VIEIRA;RN;Rio Grande do Norte;-6.293549788;-38.16661262;8506;0;233.1176610000;NE;17450
2407401;1747;Martins;MARTINS;RN;Rio Grande do Norte;-6.096347493;-37.9113274;8615;0;725.5256880000;NE;17477
2407500;1749;Maxaranguape;MAXARANGUAPE;RN;Rio Grande do Norte;-5.505456266;-35.26207487;11419;0;16.0176830000;NE;17493
2407609;1721;Messias Targino;MESSIAS TARGINO;RN;Rio Grande do Norte;-6.076497505;-37.51205893;4448;0;183.1682790000;NE;17213
2407708;1753;Montanhas;MONTANHAS;RN;Rio Grande do Norte;-6.482242939;-35.28769196;11644;0;78.8408900000;NE;17531
2407807;1755;Monte Alegre;MONTE ALEGRE;RN;Rio Grande do Norte;-6.067876624;-35.33209927;21833;0;55.7826660000;NE;17558
2407906;1757;Monte das Gameleiras;MONTE DAS GAMELEIRAS;RN;Rio Grande do Norte;-6.439466017;-35.78660712;2261;0;496.1867230000;NE;17574
2408003;1759;Mossoró;MOSSORO;RN;Rio Grande do Norte;-5.193801235;-37.35687414;280314;0;26.2046060000;NE;17590
2408102;1761;Natal;NATAL;RN;Rio Grande do Norte;-5.750898538;-35.25225473;853928;1;44.4698630000;NE;17612
2408201;1763;Nísia Floresta;NISIA FLORESTA;RN;Rio Grande do Norte;-6.090714146;-35.21130956;25800;0;17.6341500000;NE;17639
2408300;1765;Nova Cruz;NOVA CRUZ;RN;Rio Grande do Norte;-6.480064792;-35.43230039;37079;0;102.7984750000;NE;17655
2408409;1767;Olho-d'Água do Borges;OLHO DAGUA DO BORGES;RN;Rio Grande do Norte;-5.959258388;-37.71182098;4391;0;140.2476640000;NE;17671
2408508;1769;Ouro Branco;OURO BRANCO;RN;Rio Grande do Norte;-6.699658947;-36.94629508;4860;0;223.0205320000;NE;17698
2408607;1771;Paraná;PARANA;RN;Rio Grande do Norte;-6.485330501;-38.31112885;4165;0;371.9496080000;NE;17710
2408706;1773;Paraú;PARAU;RN;Rio Grande do Norte;-5.777055518;-37.10165014;3924;0;82.4737930000;NE;17736
2408805;1775;Parazinho;PARAZINHO;RN;Rio Grande do Norte;-5.230780734;-35.84498952;5139;0;78.9719090000;NE;17752
2408904;1777;Parelhas;PARELHAS;RN;Rio Grande do Norte;-6.688755197;-36.65780486;21288;0;276.8731970000;NE;17779
2408953;0422;Rio do Fogo;RIO DO FOGO;RN;Rio Grande do Norte;-5.27155866;-35.38487204;10607;0;10.6086600000;NE;16268
2409100;1781;Passa e Fica;PASSA E FICA;RN;Rio Grande do Norte;-6.429115494;-35.64735221;12188;0;184.6968610000;NE;17817
2409209;1783;Passagem;PASSAGEM;RN;Rio Grande do Norte;-6.274442213;-35.37556571;3040;0;76.5349510000;NE;17833
2409308;1785;Patu;PATU;RN;Rio Grande do Norte;-6.101532067;-37.6401024;12561;0;235.7354450000;NE;17850
2409332;0424;Santa Maria;SANTA MARIA;RN;Rio Grande do Norte;-5.838518701;-35.69036386;5174;0;106.7490020000;NE;16241
2409407;1787;Pau dos Ferros;PAU DOS FERROS;RN;Rio Grande do Norte;-6.114731839;-38.20326152;29430;0;201.1000470000;NE;17876
2409506;1789;Pedra Grande;PEDRA GRANDE;RN;Rio Grande do Norte;-5.149387433;-35.87599064;3505;0;30.3040210000;NE;17892
2409605;1791;Pedra Preta;PEDRA PRETA;RN;Rio Grande do Norte;-5.581909156;-36.10313582;2607;0;158.5802410000;NE;17914
2409704;1793;Pedro Avelino;PEDRO AVELINO;RN;Rio Grande do Norte;-5.524002182;-36.38522926;7186;0;98.2119810000;NE;17930
2409803;1795;Pedro Velho;PEDRO VELHO;RN;Rio Grande do Norte;-6.433189488;-35.22293924;14729;0;39.6508360000;NE;17957
2409902;1797;Pendências;PENDENCIAS;RN;Rio Grande do Norte;-5.256788171;-36.71914604;14402;0;23.0196290000;NE;17973
2410009;1799;Pilões;PILOES;RN;Rio Grande do Norte;-6.26572244;-38.04444316;3683;0;244.8076990000;NE;17990
2410108;1801;Poço Branco;POCO BRANCO;RN;Rio Grande do Norte;-5.618851504;-35.65501177;14845;0;88.6609190000;NE;18015
2410207;1803;Portalegre;PORTALEGRE;RN;Rio Grande do Norte;-6.024328013;-37.98519483;7708;0;644.2798800000;NE;18031
2410256;0426;Porto do Mangue;PORTO DO MANGUE;RN;Rio Grande do Norte;-5.069670152;-36.78053807;5689;0;4.3581870000;NE;16284
2410306;1805;Serra Caiada;SERRA CAIADA;RN;Rio Grande do Norte;-6.104912786;-35.70560532;9515;0;131.3025740000;NE;18058
2410405;1807;Pureza;PUREZA;RN;Rio Grande do Norte;-5.465918586;-35.56226823;9081;0;60.0049520000;NE;18074
2410504;1809;Rafael Fernandes;RAFAEL FERNANDES;RN;Rio Grande do Norte;-6.186495198;-38.22250289;4961;0;236.0454410000;NE;18090
2410603;1893;Rafael Godeiro;RAFAEL GODEIRO;RN;Rio Grande do Norte;-6.078296648;-37.71597407;3191;0;195.7891110000;NE;18937
2410702;1811;Riacho da Cruz;RIACHO DA CRUZ;RN;Rio Grande do Norte;-5.935802522;-37.95027471;3399;0;182.1598140000;NE;18112
2410801;1813;Riacho de Santana;RIACHO DE SANTANA;RN;Rio Grande do Norte;-6.264730547;-38.31483303;4280;0;262.1670770000;NE;18139
2410900;1815;Riachuelo;RIACHUELO;RN;Rio Grande do Norte;-5.813946965;-35.82627476;7640;0;116.1554580000;NE;18155
2411007;1817;Rodolfo Fernandes;RODOLFO FERNANDES;RN;Rio Grande do Norte;-5.787993612;-38.06287433;4549;0;188.3244520000;NE;18171
2411056;0428;Tibau;TIBAU;RN;Rio Grande do Norte;-4.84143741;-37.25130267;3935;0;31.9307530000;NE;16225
2411106;1819;Ruy Barbosa;RUY BARBOSA;RN;Rio Grande do Norte;-5.879428941;-35.93548416;3689;0;168.1001620000;NE;18198
2411205;1823;Santa Cruz;SANTA CRUZ;RN;Rio Grande do Norte;-6.230075623;-36.02051657;38142;0;235.9636660000;NE;18236
2411403;1827;Santana do Matos;SANTANA DO MATOS;RN;Rio Grande do Norte;-5.957727155;-36.65410497;13688;0;144.6466020000;NE;18279
2411429;1825;Santana do Seridó;SANTANA DO SERIDO;RN;Rio Grande do Norte;-6.770151753;-36.73685164;2647;0;323.1442690000;NE;18252
2411502;1829;Santo Antônio;SANTO ANTONIO;RN;Rio Grande do Norte;-6.305173921;-35.47513698;23492;0;82.0694910000;NE;18295
2411601;1831;São Bento do Norte;SAO BENTO DO NORTE;RN;Rio Grande do Norte;-5.05950106;-36.03543135;2967;0;2.3899480000;NE;18317
2411700;1833;São Bento do Trairí;SAO BENTO DO TRAIRI;RN;Rio Grande do Norte;-6.344481217;-36.0868875;4205;0;271.8564180000;NE;18333
2411809;1835;São Fernando;SAO FERNANDO;RN;Rio Grande do Norte;-6.383861073;-37.18540304;3556;0;141.9096260000;NE;18350
2411908;1821;São Francisco do Oeste;SAO FRANCISCO DO OESTE;RN;Rio Grande do Norte;-6.000636571;-38.16929618;4103;0;183.6886280000;NE;18210
2412005;1837;São Gonçalo do Amarante;SAO GONCALO DO AMARANTE;RN;Rio Grande do Norte;-5.78955554;-35.33115609;95218;0;24.5082200000;NE;18376
2412104;1839;São João do Sabugi;SAO JOAO DO SABUGI;RN;Rio Grande do Norte;-6.71122435;-37.20413966;6174;0;201.2488910000;NE;18392
2412203;1841;São José de Mipibu;SAO JOSE DE MIPIBU;RN;Rio Grande do Norte;-6.070465712;-35.24027465;42345;0;61.8853710000;NE;18414
2412302;1843;São José do Campestre;SAO JOSE DO CAMPESTRE;RN;Rio Grande do Norte;-6.315563981;-35.71211503;12856;0;162.3054060000;NE;18430
2412401;1845;São José do Seridó;SAO JOSE DO SERIDO;RN;Rio Grande do Norte;-6.448798535;-36.88325889;4488;0;217.7128230000;NE;18457
2412500;1847;São Miguel;SAO MIGUEL;RN;Rio Grande do Norte;-6.212342919;-38.49634397;22921;0;679.3661160000;NE;18473
2412559;0430;São Miguel do Gostoso;SAO MIGUEL DO GOSTOSO;RN;Rio Grande do Norte;-5.122857116;-35.64128351;9237;0;12.7679500000;NE;16063
